0,2969,4
1,1108,4
2,579,3
3,1120,3
4,858,4
5,2857,4
6,1178,4
7,1120,4
8,3508,4
9,802,3
10,1108,4
11,2414,1
12,1199,4
13,2053,3
14,711,3
15,2441,3
16,2547,4
17,2182,4
18,2332,3
19,1848,4
20,571,3
21,1106,4
22,190,4
23,1788,5
24,2063,4
25,579,3
26,802,5
27,1104,3
28,2173,4
29,2857,3
30,2728,3
31,466,2
32,1570,3
33,1574,4
34,1024,3
35,2469,5
36,2128,4
37,573,4
38,1574,2
39,859,4
40,517,4
41,2708,3
42,346,5
43,2278,3
44,859,4
45,1805,5
46,2213,3
47,555,2
48,2426,3
49,2145,4
50,1485,3
51,579,4
52,1781,4
53,1104,5
54,3026,4
55,2581,1
56,1796,1
57,1131,4
58,3446,1
59,2851,5
60,743,3
61,1485,3
62,2311,3
63,1545,4
64,1139,1
65,1848,5
66,573,2
67,1767,5
68,346,4
69,2383,4
70,2438,5
71,1120,5
72,2012,4
73,239,4
74,615,3
75,2831,4
76,1054,3
77,2140,5
78,3114,5
79,466,5
80,2672,4
81,2857,4
82,1106,5
83,421,2
84,1029,2
85,1551,3
86,571,1
87,1788,4
88,2956,4
89,2892,3
90,3155,4
91,84,1
92,2426,3
93,1904,3
94,3577,2
95,1104,3
96,851,5
97,1120,3
98,962,4
99,253,4
100,3035,5
101,2958,5
102,956,2
103,802,5
104,466,3
105,1788,4
106,1962,3
107,1826,4
108,1178,4
109,346,4
110,1458,4
111,1201,4
112,3035,5
113,847,5
114,1848,5
115,2345,4
116,346,3
117,2441,1
118,2230,3
119,253,5
120,1108,5
121,1848,4
122,346,5
123,841,4
124,2536,4
125,841,5
126,3028,3
127,2858,5
128,3521,3
129,1485,4
130,1120,4
131,3691,2
132,2651,5
133,780,4
134,158,3
135,1019,1
136,1788,3
137,1120,5
138,1104,4
139,1781,3
140,16,3
141,1025,4
142,2511,2
143,1173,3
144,3131,3
145,1106,4
146,106,5
147,3436,4
148,2683,4
149,1556,4
150,2426,4
151,787,4
152,651,2
153,1732,4
154,2403,3
155,2885,5
156,802,5
157,882,4
158,1848,4
159,1025,3
160,859,4
161,1574,2
162,1303,3
163,1025,5
164,1108,3
165,1788,5
166,1555,4
167,1272,4
168,1165,3
169,2266,2
170,1139,4
171,1757,3
172,2665,4
173,947,3
174,466,2
175,2775,2
176,253,5
177,1104,4
178,1106,4
179,2886,4
180,3327,1
181,3508,5
182,853,4
183,501,5
184,2426,3
185,2171,4
186,579,4
187,198,2
188,590,3
189,1574,2
190,187,1
191,1934,4
192,3185,2
193,3631,5
194,346,5
195,1104,4
196,1271,2
197,1025,4
198,1178,5
199,879,4
200,513,5
201,62,3
202,1178,1
203,346,5
204,1948,5
205,1104,1
206,1120,4
207,1025,4
208,583,3
209,1289,5
210,1025,5
211,1574,3
212,1476,5
213,1508,3
214,253,5
215,839,2
216,1025,3
217,859,5
218,1848,5
219,1180,4
220,1178,4
221,1108,5
222,583,4
223,991,3
224,3474,1
225,1588,2
226,346,4
227,1120,4
228,1906,2
229,2851,3
230,466,4
231,1118,5
232,1139,3
233,802,4
234,146,2
235,1594,4
236,1199,4
237,2191,4
238,737,2
239,346,4
240,2885,3
241,354,2
242,528,1
243,1120,4
244,1830,4
245,1848,5
246,1171,4
247,154,4
248,2371,2
249,724,3
250,10,4
251,101,4
252,3293,4
253,1178,4
254,1276,3
255,1120,4
256,1456,3
257,1106,5
258,1574,3
259,1678,2
260,627,4
261,2891,3
262,841,4
263,1025,4
264,1083,3
265,2178,4
266,1120,3
267,579,2
268,2760,4
269,802,4
270,579,4
271,1120,5
272,1848,5
273,1049,2
274,579,5
275,1143,4
276,1107,4
277,1574,4
278,1914,1
279,1149,4
280,851,5
281,2651,4
282,1570,5
283,1029,4
284,517,5
285,1574,3
286,3599,3
287,851,4
288,2426,3
289,579,4
290,851,4
291,1022,4
292,1104,5
293,1193,4
294,2377,1
295,2977,4
296,947,4
297,1634,3
298,859,4
299,1352,1
300,1104,5
301,439,2
302,1178,3
303,1485,5
304,2427,1
305,1633,3
306,1928,2
307,2103,4
308,3622,4
309,1613,5
310,1120,5
311,1104,4
312,879,4
313,1927,5
314,466,4
315,3455,3
316,3318,2
317,859,5
318,2820,4
319,2857,3
320,2166,3
321,1579,4
322,466,4
323,1120,3
324,1952,5
325,1107,4
326,2576,1
327,1848,4
328,1574,4
329,3235,4
330,1574,4
331,1104,5
332,1108,2
333,2512,3
334,1292,1
335,2426,5
336,3030,2
337,367,4
338,1159,4
339,1916,2
340,106,5
341,1174,4
342,107,1
343,1178,4
344,91,3
345,1848,5
346,1925,3
347,1120,4
348,3577,1
349,3038,1
350,1963,2
351,316,5
352,805,4
353,847,5
354,1104,5
355,466,4
356,1865,4
357,851,3
358,1120,5
359,2664,2
360,1843,2
361,3281,2
362,22,3
363,1144,2
364,589,4
365,2200,3
366,107,4
367,106,4
368,1029,3
369,1941,2
370,1120,2
371,3550,4
372,1097,3
373,1183,5
374,575,5
375,106,4
376,346,5
377,1418,3
378,3295,5
379,466,2
380,1843,4
381,1964,3
382,737,2
383,1107,4
384,466,4
385,327,4
386,2976,3
387,870,5
388,2311,1
389,1150,4
390,880,3
391,1106,4
392,2775,3
393,1458,2
394,2162,4
395,1724,4
396,1526,4
397,2219,1
398,1342,4
399,1964,4
400,1120,4
401,1140,4
402,1727,1
403,1485,3
404,1579,3
405,1823,3
406,677,5
407,2952,3
408,1895,4
409,2598,4
410,2205,2
411,1483,5
412,253,5
413,1120,4
414,3294,3
415,486,3
416,2830,4
417,2891,4
418,1900,3
419,1934,3
420,1366,4
421,2973,2
422,1536,1
423,2885,3
424,1820,4
425,579,5
426,3132,3
427,2426,3
428,1980,3
429,181,2
430,106,4
431,843,4
432,1024,5
433,1361,4
434,3050,3
435,1924,4
436,1104,5
437,3631,2
438,1297,4
439,1843,4
440,357,5
441,1108,5
442,1025,5
443,1190,3
444,1131,4
445,3228,4
446,513,5
447,1574,4
448,106,5
449,1848,4
450,1781,5
451,1930,2
452,3156,2
453,1903,1
454,1178,3
455,1449,4
456,1108,5
457,2154,5
458,1759,3
459,1104,4
460,1738,2
461,1178,4
462,1139,4
463,2562,2
464,1120,2
465,343,3
466,253,1
467,1120,1
468,1579,4
469,1120,3
470,703,1
471,1199,2
472,101,2
473,2374,4
474,1487,3
475,3293,3
476,1131,5
477,1139,5
478,1108,5
479,1120,3
480,1485,4
481,2013,5
482,1781,1
483,1761,3
484,454,3
485,2857,5
486,579,3
487,851,4
488,1025,3
489,2426,5
490,505,2
491,1993,4
492,2198,5
493,956,5
494,2426,4
495,1178,4
496,1714,2
497,15,4
498,351,4
499,966,4
500,2284,3
501,1485,3
502,759,3
503,1152,4
504,253,4
505,579,5
506,1485,3
507,3022,4
508,1120,5
509,679,4
510,3398,5
511,313,4
512,1104,4
513,2182,3
514,1964,2
515,1246,2
516,1864,3
517,867,5
518,1131,3
519,1104,5
520,583,3
521,942,4
522,513,4
523,3019,2
524,802,5
525,1825,3
526,2969,4
527,1611,3
528,346,3
529,2736,4
530,2681,2
531,3126,2
532,1120,4
533,451,3
534,612,2
535,703,1
536,989,3
537,1120,4
538,457,5
539,2145,1
540,1104,3
541,1328,3
542,1120,3
543,1108,4
544,346,5
545,2344,3
546,1420,3
547,169,2
548,1574,1
549,441,2
550,1201,5
551,2825,3
552,1120,4
553,1104,4
554,962,3
555,1120,5
556,346,4
557,1108,5
558,1504,4
559,2426,4
560,291,2
561,1108,4
562,1297,4
563,1120,5
564,1025,4
565,851,3
566,1120,4
567,945,4
568,841,4
569,2490,3
570,1075,4
571,1795,1
572,1574,3
573,3194,1
574,2426,3
575,1201,4
576,1186,5
577,513,4
578,101,4
579,2324,1
580,699,4
581,1178,4
582,0,5
583,2885,4
584,579,3
585,2185,3
586,170,3
587,1781,4
588,579,4
589,1025,2
590,1120,4
591,1493,3
592,1843,2
593,2707,5
594,802,3
595,1053,2
596,1983,5
597,3341,4
598,3627,3
599,426,4
600,1215,3
601,802,4
602,346,5
603,1993,4
604,396,1
605,2773,2
606,2558,3
607,1848,5
608,1106,5
609,851,4
610,157,4
611,466,5
612,1781,5
613,1007,4
614,1781,4
615,2099,4
616,1889,4
617,1963,3
618,1106,4
619,1883,5
620,1114,5
621,513,5
622,2775,4
623,2857,3
624,859,3
625,1120,5
626,106,2
627,2187,1
628,260,1
629,579,4
630,1276,4
631,1928,3
632,1623,2
633,253,4
634,466,5
635,1574,5
636,1277,3
637,2415,4
638,2736,4
639,3377,5
640,1120,3
641,871,3
642,287,5
643,847,5
644,1137,4
645,3375,3
646,2438,3
647,345,1
648,580,4
649,2857,2
650,2740,4
651,2230,4
652,1543,5
653,2885,3
654,1340,4
655,3465,2
656,1889,4
657,2140,4
658,2857,4
659,2675,3
660,1271,5
661,737,3
662,1485,3
663,1848,4
664,1108,3
665,2885,2
666,2695,4
667,1613,4
668,2426,3
669,303,3
670,578,3
671,1780,4
672,850,2
673,5,2
674,1178,3
675,1178,4
676,1366,1
677,3643,3
678,1102,2
679,1537,5
680,847,5
681,1108,5
682,1791,2
683,3131,5
684,1120,4
685,1500,3
686,1417,5
687,1848,4
688,2707,4
689,1570,3
690,1105,5
691,2240,4
692,513,5
693,1913,3
694,106,4
695,2426,3
696,2159,4
697,1108,4
698,107,5
699,1453,4
700,2277,4
701,1584,3
702,1155,5
703,2197,3
704,1581,4
705,2997,5
706,1788,4
707,1928,5
708,1288,5
709,2078,4
710,1814,4
711,1178,4
712,2210,3
713,2062,3
714,841,3
715,1789,1
716,1299,2
717,1288,4
718,1104,4
719,1848,5
720,319,4
721,1657,4
722,283,3
723,1687,4
724,1025,4
725,1502,4
726,2486,5
727,1637,3
728,253,5
729,1120,5
730,2055,3
731,2308,1
732,1578,3
733,1131,3
734,4,3
735,253,4
736,2480,3
737,318,1
738,2507,2
739,2426,4
740,2079,2
741,1812,3
742,527,4
743,2505,3
744,2227,2
745,702,2
746,1406,2
747,320,2
748,1777,3
749,247,3
750,1020,4
751,1574,1
752,1166,4
753,1025,3
754,1131,4
755,579,5
756,1017,4
757,2426,3
758,466,2
759,632,2
760,1737,3
761,802,3
762,1178,4
763,106,5
764,1963,4
765,3318,3
766,1782,3
767,1486,5
768,1131,4
769,513,3
770,2121,5
771,2785,5
772,157,4
773,3302,3
774,466,3
775,1826,4
776,1405,3
777,2257,2
778,2426,4
779,3596,4
780,106,5
781,2099,3
782,1120,4
783,1574,4
784,1737,2
785,358,4
786,993,3
787,1574,3
788,2598,3
789,1979,4
790,1131,4
791,2308,3
792,1972,3
793,1131,5
794,859,5
795,1781,5
796,165,4
797,1295,2
798,1552,4
799,847,5
800,1135,3
801,1120,3
802,1202,3
803,1781,2
804,2977,4
805,1528,3
806,1178,4
807,1453,4
808,346,4
809,617,2
810,1781,4
811,151,2
812,428,2
813,537,3
814,1789,2
815,3238,5
816,2426,4
817,1276,3
818,1120,3
819,1485,3
820,574,3
821,1131,4
822,1788,4
823,1574,4
824,581,2
825,2241,4
826,1210,5
827,1108,3
828,651,3
829,2182,2
830,53,3
831,2356,1
832,2633,3
833,253,5
834,1485,5
835,679,1
836,3478,3
837,2902,5
838,1245,4
839,3189,5
840,1104,5
841,1025,4
842,1106,4
843,253,5
844,3577,1
845,2747,2
846,328,3
847,1106,5
848,1120,5
849,567,4
850,2426,3
851,1120,3
852,1104,3
853,1302,3
854,1288,3
855,466,3
856,3568,5
857,2337,5
858,3550,3
859,2565,1
860,308,3
861,579,4
862,1247,3
863,1134,3
864,802,4
865,1120,3
866,1104,4
867,1901,3
868,3622,4
869,1104,5
870,2395,4
871,583,3
872,1120,4
873,2332,4
874,2505,1
875,169,3
876,2063,2
877,2426,5
878,1979,1
879,2231,1
880,1683,1
881,1574,1
882,1108,5
883,2415,4
884,466,4
885,2846,3
886,1131,4
887,1106,3
888,1174,3
889,1362,2
890,1843,4
891,1781,5
892,870,3
893,3302,3
894,2191,4
895,2377,3
896,627,4
897,1120,4
898,859,5
899,1104,5
900,2663,4
901,466,5
902,1104,4
903,1773,2
904,780,2
905,1120,5
906,1106,4
907,1178,3
908,3149,5
909,2958,4
910,2202,3
911,1104,4
912,1258,3
913,2885,4
914,3023,2
915,1106,4
916,106,5
917,210,2
918,1223,4
919,1106,4
920,1940,3
921,2307,3
922,2426,2
923,1561,1
924,1104,1
925,1528,4
926,2857,5
927,1104,5
928,346,4
929,2346,2
930,1833,2
931,1178,2
932,1178,5
933,411,3
934,273,4
935,1025,3
936,580,4
937,1120,4
938,466,4
939,956,2
940,1268,3
941,626,4
942,1106,5
943,1003,4
944,1276,3
945,513,5
946,242,1
947,1106,5
948,1108,5
949,1848,4
950,3266,5
951,1848,5
952,915,4
953,147,3
954,106,4
955,513,5
956,513,5
957,346,4
958,802,3
959,3030,3
960,2423,4
961,2202,3
962,253,5
963,1553,2
964,1139,5
965,3453,1
966,322,3
967,1006,4
968,4,1
969,183,2
970,579,3
971,1949,4
972,521,4
973,1131,3
974,1986,4
975,253,4
976,1120,2
977,2358,3
978,3166,3
979,2368,3
980,1106,4
981,3005,4
982,1104,5
983,2468,4
984,1435,3
985,1848,5
986,466,3
987,466,3
988,2021,4
989,513,2
990,2468,2
991,579,4
992,106,5
993,1843,5
994,253,4
995,1965,3
996,1106,4
997,2076,3
998,1106,5
999,2778,4
1000,1108,4
1001,1781,5
1002,1788,3
1003,1107,4
1004,1171,1
1005,802,5
1006,1108,5
1007,1301,3
1008,1130,3
1009,2810,2
1010,1106,4
1011,1464,4
1012,346,3
1013,1420,3
1014,735,5
1015,1154,3
1016,2501,3
1017,139,3
1018,332,2
1019,1485,5
1020,1106,4
1021,1985,5
1022,1574,1
1023,841,3
1024,373,4
1025,205,4
1026,802,5
1027,1825,3
1028,3036,3
1029,253,5
1030,3623,2
1031,1104,4
1032,2415,4
1033,466,3
1034,1108,4
1035,1485,3
1036,802,4
1037,1102,4
1038,841,5
1039,239,4
1040,466,2
1041,3389,4
1042,585,4
1043,107,4
1044,3035,4
1045,1574,4
1046,1108,4
1047,1104,5
1048,2883,4
1049,2988,2
1050,3444,3
1051,859,5
1052,1915,3
1053,2302,4
1054,1273,2
1055,346,3
1056,1502,4
1057,1108,4
1058,513,4
1059,2426,5
1060,513,2
1061,802,5
1062,1178,4
1063,1106,4
1064,1555,4
1065,2710,5
1066,492,5
1067,1131,4
1068,481,4
1069,1872,5
1070,2814,4
1071,1106,4
1072,1577,4
1073,2885,4
1074,3316,2
1075,1139,1
1076,487,3
1077,1104,4
1078,1574,4
1079,947,1
1080,1025,4
1081,3216,4
1082,884,5
1083,1574,2
1084,1108,4
1085,2220,2
1086,859,5
1087,253,5
1088,2743,5
1089,466,5
1090,401,3
1091,1441,3
1092,253,4
1093,2210,3
1094,1848,4
1095,802,4
1096,3303,5
1097,964,1
1098,466,4
1099,118,4
1100,2804,2
1101,1840,4
1102,1574,3
1103,2196,5
